,Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
1707,2021/09/27 08:44:46;;;;;;;11.90;9.23;;;24.00;68.50;;;;;;5048659;28;20115;-61
1708,2021/09/27 08:47:23;;;;;;;11.30;8.93;;;24.00;68.60;;;;;;5033399;28;20418;-61
1709,2021/09/27 08:50:00;;;;;;;13.02;9.18;;;24.00;68.70;;;;;;5048517;28;20500;-61
1710,2021/09/27 08:52:26;;;;;;;14.52;9.30;;;23.90;68.80;;;;;;5048375;28;20344;-61
1711,2021/09/27 08:54:52;;;;;;;14.43;9.43;;;23.90;68.90;;;;;;5049735;28;20032;-60
1712,2021/09/27 08:57:36;;;;;;;10.90;9.15;;;24.00;68.80;;;;;;5049676;28;20037;-61
1713,2021/09/27 09:00:20;;;;;;;10.48;9.13;;;24.00;68.80;;;;;;5032248;28;20472;-61
1714,2021/09/27 09:03:00;;;;;;;10.63;8.70;;;24.00;68.80;;;;;;5033048;28;20108;-60
1715,2021/09/27 09:05:41;;;;;;;12.73;8.77;;;23.90;68.80;;;;;;5049542;28;20032;-60
1716,2021/09/27 09:08:31;;;;;;;11.85;9.60;;;23.90;68.80;;;;;;5033542;28;20064;-61
1717,2021/09/27 09:11:13;;;;;;;12.60;9.20;;;24.00;68.70;;;;;;5032852;28;20021;-60
1718,2021/09/27 09:13:44;;;;;;;14.63;9.43;;;23.90;68.80;;;;;;5047844;28;20144;-61
1719,2021/09/27 09:16:10;;;;;;;;;;;23.90;68.70;;;;;;5049891;28;20025;-61
1720,2021/09/27 09:18:39;;;;;;;11.73;8.85;;;23.90;68.70;;;;;;5048205;28;19920;-61
1721,2021/09/27 09:21:09;;;;;;;10.63;8.93;;;23.90;68.70;;;;;;5049112;28;20025;-61
1722,2021/09/27 09:23:41;;;;;;;11.55;9.55;;;24.00;68.60;;;;;;5031983;28;20025;-61
1723,2021/09/27 09:26:14;;;;;;;11.13;9.20;;;24.00;68.60;;;;;;5047745;28;20055;-61
1724,2021/09/27 09:28:40;;;;;;;12.25;9.40;;;24.00;68.60;;;;;;5031075;28;20037;-61
1725,2021/09/27 09:31:16;;;;;;;12.60;9.00;;;24.00;68.60;;;;;;5048804;28;20037;-61
1726,2021/09/27 09:33:45;;;;;;;12.68;9.48;;;24.00;68.60;;;;;;5031710;28;20151;-61
1727,2021/09/27 09:36:33;;;;;;;12.90;10.20;;;24.00;68.60;;;;;;5049177;28;20029;-61
1728,2021/09/27 09:39:13;;;;;;;12.05;9.63;;;24.00;68.50;;;;;;5047833;28;20075;-61
1729,2021/09/27 09:41:46;;;;;;;11.13;8.80;;;24.00;68.50;;;;;;5047243;28;20041;-61
1730,2021/09/27 09:44:24;;;;;;;16.50;9.57;;;24.00;68.50;;;;;;5048892;28;20484;-61
1731,2021/09/27 09:47:09;;;;;;;13.48;9.82;;;24.00;68.50;;;;;;5048952;28;20446;-61
1732,2021/09/27 09:50:00;;;;;;;12.25;9.80;;;24.00;68.40;;;;;;5047165;28;20398;-61
1733,2021/09/27 09:52:35;;;;;;;12.65;9.57;;;24.00;68.40;;;;;;5048625;28;20074;-62
1734,2021/09/27 09:55:01;;;;;;;10.63;9.48;;;24.00;68.50;;;;;;5048918;28;20029;-62
1735,2021/09/27 09:57:32;;;;;;;12.43;9.68;;;24.00;68.40;;;;;;5048680;28;20488;-60
1736,2021/09/27 10:00:27;;;;;;;14.85;9.85;;;24.00;68.40;;;;;;5048749;28;20104;-61
1737,2021/09/27 10:02:53;;;;;;;11.70;9.27;;;24.00;68.50;;;;;;5047012;28;20466;-60
1738,2021/09/27 10:05:20;;;;;;;11.65;9.60;;;24.00;68.40;;;;;;5047155;28;20037;-61
1739,2021/09/27 10:07:51;;;;;;;11.88;9.90;;;24.00;68.40;;;;;;5048639;28;20395;-62
1740,2021/09/27 10:10:30;;;;;;;14.48;9.95;;;24.00;68.40;;;;;;5048499;28;20025;-61
1741,2021/09/27 10:12:56;;;;;;;15.23;10.63;;;24.00;68.40;;;;;;5047480;28;20028;-62
1742,2021/09/27 10:15:34;;;;;;;12.20;9.57;;;24.00;68.40;;;;;;5048505;28;20032;-62
1743,2021/09/27 10:18:04;;;;;;;13.10;9.73;;;24.00;68.40;;;;;;5048534;28;20064;-62
1744,2021/09/27 10:20:35;;;;;;;12.23;9.95;;;24.00;68.40;;;;;;5048449;28;20116;-62
1745,2021/09/27 10:23:01;;;;;;;;;;;24.00;68.30;;;;;;5030905;28;20037;-60
1746,2021/09/27 10:25:39;;;;;;;11.98;9.75;;;23.90;68.30;;;;;;5047974;28;20257;-61
1747,2021/09/27 10:28:05;;;;;;;13.40;10.02;;;24.00;68.30;;;;;;5048345;28;20038;-60
1748,2021/09/27 10:30:55;;;;;;;14.40;10.30;;;24.00;68.30;;;;;;5048327;28;20067;-60
1749,2021/09/27 10:33:23;;;;;;;11.48;9.95;;;24.00;68.30;;;;;;5047913;28;20470;-61
1750,2021/09/27 10:36:08;;;;;;;14.48;10.98;;;24.00;68.40;;;;;;5045391;28;20029;-60
1751,2021/09/27 10:38:54;;;;;;;11.15;9.35;;;24.00;68.30;;;;;;5031540;28;20029;-61
1752,2021/09/27 10:41:24;;;;;;;12.15;10.57;;;24.00;68.30;;;;;;5046664;28;20768;-61
1753,2021/09/27 10:43:51;;;;;;;;;;;24.00;68.20;;;;;;5047174;28;20028;-60
1754,2021/09/27 10:46:17;;;;;;;12.45;10.07;;;24.00;68.10;;;;;;5048132;28;20115;-60
1755,2021/09/27 10:48:46;;;;;;;11.52;9.73;;;24.00;68.10;;;;;;5044468;28;20137;-60
1756,2021/09/27 10:51:11;;;;;;;11.13;9.52;;;24.10;68.20;;;;;;5013718;28;20025;-61
1757,2021/09/27 10:53:51;;;;;;;12.88;10.25;;;24.10;68.10;;;;;;5029849;28;20517;-60
1758,2021/09/27 10:56:36;;;;;;;13.02;10.80;;;24.10;68.10;;;;;;5048034;28;20540;-60
1759,2021/09/27 10:59:04;;;;;;;14.23;10.73;;;24.10;68.00;;;;;;5048072;28;20033;-60
1760,2021/09/27 11:01:39;;;;;;;12.02;10.02;;;24.10;68.00;;;;;;5046454;28;20032;-60
1761,2021/09/27 11:04:06;;;;;;;11.02;9.45;;;24.10;67.90;;;;;;5047811;28;20032;-60
1762,2021/09/27 11:06:49;;;;;;;11.35;9.48;;;24.10;68.00;;;;;;5029984;28;20036;-61
1763,2021/09/27 11:09:29;;;;;;;11.48;9.80;;;24.20;68.10;;;;;;5031147;28;20036;-60
1764,2021/09/27 11:12:08;;;;;;;;;;;24.10;68.40;;;;;;5048612;28;20021;-60
1765,2021/09/27 11:14:39;;;;;;;12.15;10.85;;;24.20;69.40;;;;;;5042776;28;19912;-64
1766,2021/09/27 11:17:14;;;;;;;14.50;11.65;;;24.20;69.90;;;;;;5048101;28;20052;-63
1767,2021/09/27 11:19:41;;;;;;;16.67;12.93;;;24.30;70.10;;;;;;5046957;28;20036;-61
1768,2021/09/27 11:22:17;;;;;;;14.10;11.95;;;24.30;70.00;;;;;;5047740;28;20036;-62
1769,2021/09/27 11:24:43;;;;;;;15.50;11.68;;;24.30;70.00;;;;;;5048180;28;20086;-60
1770,2021/09/27 11:27:18;;;;;;;14.13;12.00;;;24.30;70.10;;;;;;5048293;28;20784;-63
1771,2021/09/27 11:29:52;;;;;;;13.43;11.73;;;24.30;70.10;;;;;;5048124;28;20068;-63
1772,2021/09/27 11:32:28;;;;;;;15.23;11.80;;;24.30;70.20;;;;;;5046728;28;21112;-61
1773,2021/09/27 11:35:03;;;;;;;14.20;11.57;;;24.30;70.00;;;;;;5046696;28;20025;-61
1774,2021/09/27 11:37:42;;;;;;;14.15;11.05;;;24.30;70.50;;;;;;5051504;28;20017;-64
1775,2021/09/27 11:40:10;;;;;;;13.07;11.02;;;24.40;71.10;;;;;;5049905;28;20504;-64
1776,2021/09/27 11:42:42;;;;;;;13.25;10.75;;;24.40;71.30;;;;;;5051715;28;20106;-62
1777,2021/09/27 11:45:25;;;;;;;14.02;11.27;;;24.50;71.40;;;;;;5051714;28;20032;-58
1778,2021/09/27 11:48:17;;;;;;;14.30;11.82;;;24.60;71.10;;;;;;5052114;28;20024;-62
1779,2021/09/27 11:50:53;;;;;;;15.35;11.52;;;24.60;70.20;;;;;;5030810;28;20396;-64
1780,2021/09/27 11:53:40;;;;;;;11.48;10.27;;;24.60;70.10;;;;;;5031626;28;20474;-63
1781,2021/09/27 11:56:25;;;;;;;12.30;10.88;;;24.60;69.90;;;;;;5030591;28;20064;-62
1782,2021/09/27 11:59:08;;;;;;;12.88;10.73;;;24.50;69.70;;;;;;5032972;28;20021;-63
1783,2021/09/27 12:01:53;;;;;;;11.48;10.27;;;24.60;69.80;;;;;;5033044;28;20029;-64
1784,2021/09/27 12:04:54;;;;;;;11.23;10.13;;;24.60;69.80;;;;;;5050165;28;20040;-62
1785,2021/09/27 12:07:21;;;;;;;11.38;10.18;;;24.60;69.70;;;;;;5051667;28;20079;-63
1786,2021/09/27 12:09:55;;;;;;;11.50;10.18;;;24.60;69.70;;;;;;5033878;28;20044;-63
1787,2021/09/27 12:12:26;;;;;;;10.93;9.68;;;24.60;69.60;;;;;;5034630;28;20025;-63
1788,2021/09/27 12:14:51;;;;;;;11.82;10.52;;;24.60;69.40;;;;;;5051664;28;20032;-63
1789,2021/09/27 12:17:20;;;;;;;12.80;10.75;;;24.70;68.90;;;;;;5051393;28;20029;-61
1790,2021/09/27 12:19:49;;;;;;;11.73;9.90;;;24.60;68.40;;;;;;5033566;28;20029;-64
1791,2021/09/27 12:22:26;;;;;;;13.00;10.63;;;24.60;68.50;;;;;;5050904;28;20420;-62
1792,2021/09/27 12:24:52;;;;;;;12.40;10.88;;;24.60;68.30;;;;;;5050834;28;20112;-62
1793,2021/09/27 12:27:22;;;;;;;12.27;10.60;;;24.50;68.30;;;;;;5050847;28;20135;-62
1794,2021/09/27 12:29:57;;;;;;;13.95;11.05;;;24.50;68.10;;;;;;5050995;28;20330;-62
1795,2021/09/27 12:32:55;;;;;;;12.15;10.23;;;24.50;68.00;;;;;;5050339;28;20098;-62
1796,2021/09/27 12:35:24;;;;;;;12.73;10.65;;;24.50;67.90;;;;;;5048912;28;20048;-62
1797,2021/09/27 12:37:54;;;;;;;11.45;10.20;;;24.50;67.90;;;;;;5050931;28;20119;-63
1798,2021/09/27 12:40:20;;;;;;;12.70;11.05;;;24.40;67.90;;;;;;5050697;28;20115;-62
1799,2021/09/27 12:43:01;;;;;;;12.88;10.82;;;24.40;67.90;;;;;;5049308;28;20024;-62
1800,2021/09/27 12:45:42;;;;;;;11.88;10.57;;;24.40;67.80;;;;;;5034179;28;20520;-60
1801,2021/09/27 12:48:12;;;;;;;13.25;11.50;;;24.40;67.80;;;;;;5048491;28;20039;-62
1802,2021/09/27 12:50:39;;;;;;;12.47;10.13;;;24.40;67.80;;;;;;5032645;28;20025;-62
1803,2021/09/27 12:53:07;;;;;;;13.80;11.38;;;24.40;67.80;;;;;;5049116;28;20029;-63
1804,2021/09/27 12:55:39;;;;;;;12.88;11.00;;;24.40;67.70;;;;;;5032287;28;20086;-62
1805,2021/09/27 12:58:08;;;;;;;13.48;10.60;;;24.40;67.60;;;;;;5048737;28;20516;-62
1806,2021/09/27 13:00:36;;;;;;;12.55;10.35;;;24.40;67.60;;;;;;5032657;28;20033;-66
1807,2021/09/27 13:03:07;;;;;;;13.63;10.75;;;24.30;67.60;;;;;;5032253;28;20037;-63
1808,2021/09/27 13:05:52;;;;;;;12.43;11.10;;;24.30;67.60;;;;;;5032655;28;20032;-63
1809,2021/09/27 13:08:44;;;;;;;12.65;11.00;;;24.30;67.50;;;;;;5050326;28;20032;-62
1810,2021/09/27 13:11:32;;;;;;;12.13;10.82;;;24.30;67.50;;;;;;5048452;28;20070;-62
1811,2021/09/27 13:14:00;;;;;;;12.02;10.82;;;24.30;67.50;;;;;;5049829;28;20025;-62
1812,2021/09/27 13:16:31;;;;;;;12.70;10.68;;;24.30;67.50;;;;;;5047977;28;20044;-63
1813,2021/09/27 13:18:56;;;;;;;11.13;9.73;;;24.30;67.50;;;;;;5049859;28;20033;-63
1814,2021/09/27 13:21:22;;;;;;;11.38;10.13;;;24.30;67.40;;;;;;5048440;28;20120;-63
1815,2021/09/27 13:24:08;;;;;;;12.98;10.52;;;24.40;67.30;;;;;;5031699;28;20025;-61
1816,2021/09/27 13:26:40;;;;;;;11.38;10.18;;;24.30;67.30;;;;;;5049117;28;20048;-61
1817,2021/09/27 13:29:18;;;;;;;12.20;10.40;;;24.30;67.60;;;;;;5047781;28;20538;-63
1818,2021/09/27 13:31:56;;;;;;;11.27;10.07;;;24.40;67.70;;;;;;5048179;28;20021;-62
1819,2021/09/27 13:34:41;;;;;;;12.52;10.25;;;24.40;67.70;;;;;;5047127;28;20492;-62
1820,2021/09/27 13:37:26;;;;;;;12.32;10.05;;;24.50;67.60;;;;;;5046545;28;20025;-62
1821,2021/09/27 13:39:51;;;;;;;10.65;9.55;;;24.50;67.50;;;;;;5047024;28;20575;-63
1822,2021/09/27 13:42:40;;;;;;;10.15;9.05;;;24.60;67.50;;;;;;5049287;28;20116;-63
1823,2021/09/27 13:45:06;;;;;;;10.18;9.18;;;24.60;67.30;;;;;;5047822;28;20387;-63
1824,2021/09/27 13:47:31;;;;;;;10.45;9.40;;;24.60;67.30;;;;;;5049206;28;20029;-62
1825,2021/09/27 13:49:57;;;;;;;10.40;9.25;;;24.70;67.30;;;;;;5048979;28;20029;-63
1826,2021/09/27 13:52:29;;;;;;;11.57;10.02;;;24.70;67.20;;;;;;5046983;28;20028;-63
1827,2021/09/27 13:54:54;;;;;;;10.18;9.07;;;24.70;67.20;;;;;;5048749;28;20447;-62
1828,2021/09/27 13:57:20;;;;;;;10.55;9.40;;;24.70;66.80;;;;;;5046388;28;20029;-62
1829,2021/09/27 13:59:46;;;;;;;12.80;9.55;;;24.70;66.80;;;;;;5047744;28;20033;-59
1830,2021/09/27 14:02:12;;;;;;;11.50;9.05;;;24.70;66.50;;;;;;5048597;28;20850;-60
1831,2021/09/27 14:04:37;;;;;;;14.65;10.38;;;24.70;66.30;;;;;;5048560;28;20029;-59
1832,2021/09/27 14:07:03;;;;;;;10.73;9.63;;;24.70;66.30;;;;;;5046758;28;20045;-59
1833,2021/09/27 14:09:29;;;;;;;10.23;9.20;;;24.70;66.20;;;;;;5030244;28;20045;-59
1834,2021/09/27 14:11:55;;;;;;;10.90;9.80;;;24.60;66.20;;;;;;5048584;28;20029;-59
1835,2021/09/27 14:14:21;;;;;;;10.38;9.32;;;24.60;66.20;;;;;;5048628;28;20181;-60
1836,2021/09/27 14:16:47;;;;;;;11.95;10.15;;;24.60;66.20;;;;;;5047333;28;20067;-59
1837,2021/09/27 14:19:12;;;;;;;11.63;9.75;;;24.50;66.30;;;;;;5047438;28;20037;-60
1838,2021/09/27 14:21:38;;;;;;;12.80;10.00;;;24.50;66.30;;;;;;5047378;28;20451;-59
1839,2021/09/27 14:24:05;;;;;;;12.27;9.98;;;24.50;66.30;;;;;;5047840;28;20033;-59
1840,2021/09/27 14:26:31;;;;;;;11.73;10.05;;;24.50;66.30;;;;;;5051959;28;20033;-60
1841,2021/09/27 14:28:57;;;;;;;11.80;10.38;;;24.40;66.40;;;;;;5051859;28;20120;-60
1842,2021/09/27 14:31:22;;;;;;;12.00;10.27;;;24.40;66.40;;;;;;5052012;28;20456;-59
1843,2021/09/27 14:33:48;;;;;;;11.93;9.95;;;24.40;66.40;;;;;;5051747;28;20132;-60
1844,2021/09/27 14:36:17;;;;;;;11.35;9.50;;;24.40;66.40;;;;;;5050524;28;20362;-60
1845,2021/09/27 14:38:43;;;;;;;10.80;9.70;;;24.40;66.30;;;;;;5033773;28;20077;-59
1846,2021/09/27 14:41:09;;;;;;;11.45;10.13;;;24.40;66.30;;;;;;5051623;28;20456;-60
1847,2021/09/27 14:43:34;;;;;;;10.73;9.63;;;24.40;66.30;;;;;;5033838;28;20029;-59
1848,2021/09/27 14:46:00;;;;;;;11.27;10.00;;;24.30;66.40;;;;;;5051278;28;20029;-59
1849,2021/09/27 14:48:26;;;;;;;10.23;9.23;;;24.30;66.40;;;;;;5051641;28;20025;-60
1850,2021/09/27 14:50:52;;;;;;;11.88;9.52;;;24.30;66.40;;;;;;5051700;28;20064;-60
1851,2021/09/27 14:53:18;;;;;;;10.48;9.13;;;24.30;66.40;;;;;;5050553;28;20406;-60
1852,2021/09/27 14:55:44;;;;;;;11.00;9.10;;;24.30;66.40;;;;;;5050044;28;20026;-60
1853,2021/09/27 14:58:12;;;;;;;10.88;9.23;;;24.30;66.30;;;;;;5051159;28;20095;-60
1854,2021/09/27 15:00:38;;;;;;;10.70;9.60;;;24.40;66.30;;;;;;5033871;28;20488;-59
1855,2021/09/27 15:03:05;;;;;;;10.90;9.45;;;24.30;66.30;;;;;;5049980;28;20036;-59
1856,2021/09/27 15:05:30;;;;;;;10.45;9.25;;;24.40;66.30;;;;;;5051219;28;20040;-59
1857,2021/09/27 15:07:56;;;;;;;10.65;9.55;;;24.40;66.30;;;;;;5051325;28;20029;-59
1858,2021/09/27 15:10:21;;;;;;;10.50;9.38;;;24.40;66.20;;;;;;5051610;28;20025;-59
1859,2021/09/27 15:12:47;;;;;;;12.15;8.98;;;24.40;66.20;;;;;;5037267;28;20078;-60
1860,2021/09/27 15:15:14;;;;;;;10.15;9.05;;;24.40;66.20;;;;;;5055211;28;20021;-59
1861,2021/09/27 15:17:40;;;;;;;10.13;9.05;;;24.40;66.10;;;;;;5053825;28;20523;-60
1862,2021/09/27 15:20:06;;;;;;;10.73;9.38;;;24.40;66.10;;;;;;5055142;28;20082;-59
1863,2021/09/27 15:22:34;;;;;;;10.35;8.82;;;24.40;66.10;;;;;;5053880;28;20036;-60
1864,2021/09/27 15:24:59;;;;;;;11.52;9.98;;;24.40;66.10;;;;;;5055182;28;20518;-60
1865,2021/09/27 15:27:25;;;;;;;10.13;8.70;;;24.40;66.10;;;;;;5055150;28;20037;-59
1866,2021/09/27 15:29:50;;;;;;;10.48;9.07;;;24.30;66.00;;;;;;5053606;28;20025;-60
1867,2021/09/27 15:32:17;;;;;;;10.55;9.00;;;24.40;66.10;;;;;;5053271;28;20052;-59
1868,2021/09/27 15:34:45;;;;;;;11.85;8.88;;;24.30;66.00;;;;;;5037150;28;20044;-60
1869,2021/09/27 15:37:11;;;;;;;10.00;8.50;;;24.30;66.00;;;;;;5053402;28;20411;-61
1870,2021/09/27 15:39:37;;;;;;;11.15;8.50;;;24.30;66.00;;;;;;5053302;28;20120;-61
1871,2021/09/27 15:42:03;;;;;;;9.70;8.07;;;24.30;66.00;;;;;;5053362;28;20147;-60
1872,2021/09/27 15:44:29;;;;;;;10.55;8.85;;;24.30;66.00;;;;;;5054629;28;20060;-59
1873,2021/09/27 15:46:59;;;;;;;12.15;9.00;;;24.30;66.00;;;;;;5053420;28;20118;-59
1874,2021/09/27 15:49:25;;;;;;;10.13;8.55;;;24.30;66.00;;;;;;5054311;28;20028;-61
1875,2021/09/27 15:51:53;;;;;;;9.85;8.60;;;24.30;65.90;;;;;;5054561;28;20041;-60
1876,2021/09/27 15:54:19;;;;;;;10.40;8.80;;;24.30;65.90;;;;;;5054529;28;20100;-60
1877,2021/09/27 15:56:44;;;;;;;10.10;8.32;;;24.30;65.90;;;;;;5054499;28;20147;-61
1878,2021/09/27 15:59:11;;;;;;;9.80;8.38;;;24.30;65.90;;;;;;5054653;28;20108;-59
1879,2021/09/27 16:01:37;;;;;;;9.90;8.63;;;24.30;65.80;;;;;;5054437;28;20496;-59
1880,2021/09/27 16:04:03;;;;;;;10.18;8.88;;;24.30;65.90;;;;;;5054326;28;20052;-59
1881,2021/09/27 16:06:28;;;;;;;12.57;8.57;;;24.30;65.90;;;;;;5036594;28;20040;-59
1882,2021/09/27 16:08:54;;;;;;;9.18;7.88;;;24.30;65.90;;;;;;5053157;28;20029;-60
1883,2021/09/27 16:11:20;;;;;;;9.93;8.20;;;24.30;65.80;;;;;;5053039;28;20672;-60
1884,2021/09/27 16:13:45;;;;;;;8.82;7.80;;;24.30;65.80;;;;;;5054021;28;20021;-60
1885,2021/09/27 16:16:23;;;;;;;8.88;7.97;;;24.30;65.80;;;;;;5052804;28;20036;-60
1886,2021/09/27 16:18:49;;;;;;;8.63;7.68;;;24.30;65.70;;;;;;5053886;28;20033;-60
1887,2021/09/27 16:21:14;;;;;;;12.23;8.63;;;24.30;65.70;;;;;;5053302;28;20022;-60
1888,2021/09/27 16:23:40;;;;;;;11.48;8.30;;;24.30;65.70;;;;;;5035992;28;20032;-60
1889,2021/09/27 16:26:06;;;;;;;9.57;7.22;;;24.20;65.70;;;;;;5036013;28;20032;-60
1890,2021/09/27 16:28:32;;;;;;;9.57;7.80;;;24.20;65.70;;;;;;5051998;28;20029;-60
1891,2021/09/27 16:30:57;;;;;;;11.75;8.73;;;24.30;65.70;;;;;;5051758;28;20044;-62
1892,2021/09/27 16:33:23;;;;;;;9.15;7.82;;;24.30;65.80;;;;;;5052330;28;20053;-62
1893,2021/09/27 16:35:49;;;;;;;10.32;7.35;;;24.30;65.80;;;;;;5053931;28;20029;-60
1894,2021/09/27 16:38:15;;;;;;;10.52;7.90;;;24.30;65.80;;;;;;5052436;28;20028;-61
1895,2021/09/27 16:40:41;;;;;;;8.30;7.25;;;24.30;65.90;;;;;;5035486;28;20095;-61
1896,2021/09/27 16:43:06;;;;;;;15.60;9.95;;;24.20;65.90;;;;;;5053713;28;20039;-59
1897,2021/09/27 16:45:32;;;;;;;16.13;9.77;;;24.30;65.90;;;;;;5053721;28;20017;-60
1898,2021/09/27 16:47:58;;;;;;;30.77;13.98;;;24.30;65.90;;;;;;5053441;28;20033;-61
1899,2021/09/27 16:50:24;;;;;;;32.47;15.05;;;24.20;66.00;;;;;;5035740;28;20475;-61
1900,2021/09/27 16:52:49;;;;;;;36.70;16.88;;;24.30;66.10;;;;;;5053069;28;20021;-61
1901,2021/09/27 16:55:16;;;;;;;39.17;16.75;;;24.30;66.50;;;;;;5053349;28;20032;-62
1902,2021/09/27 16:57:41;;;;;;;38.53;16.90;;;24.30;66.70;;;;;;5052455;28;20021;-61
1903,2021/09/27 17:00:08;;;;;;;32.67;16.95;;;24.30;66.80;;;;;;5053585;28;20036;-61
1904,2021/09/27 17:02:34;;;;;;;36.55;17.50;;;24.30;66.90;;;;;;5052044;28;20106;-61
1905,2021/09/27 17:04:59;;;;;;;38.10;18.63;;;24.30;67.10;;;;;;5053099;28;20040;-60
1906,2021/09/27 17:07:32;;;;;;;42.35;17.65;;;24.30;67.60;;;;;;5053110;28;20123;-57
1907,2021/09/27 17:09:59;;;;;;;34.85;16.95;;;24.40;67.90;;;;;;5053247;28;20120;-59
1908,2021/09/27 17:12:24;;;;;;;35.88;16.85;;;24.40;68.00;;;;;;5053080;28;20560;-60
1909,2021/09/27 17:20:01;;;;;;;29.27;14.65;;;24.40;67.80;;;;;;5053156;28;20036;-60
1910,2021/09/27 17:22:26;;;;;;;27.38;13.77;;;24.30;67.70;;;;;;5051929;28;20025;-60
1911,2021/09/27 17:24:52;;;;;;;28.75;13.70;;;24.30;67.70;;;;;;5051994;28;20033;-62
1912,2021/09/27 17:27:27;;;;;;;23.77;13.68;;;24.30;67.70;;;;;;5035284;28;20546;-58
1913,2021/09/27 17:29:52;;;;;;;24.25;12.75;;;24.30;68.10;;;;;;5051873;28;20025;-59
1914,2021/09/27 17:32:18;;;;;;;27.33;13.23;;;24.40;68.10;;;;;;5052726;28;20400;-59
1915,2021/09/27 17:34:46;;;;;;;20.23;12.10;;;24.30;67.90;;;;;;5051790;28;20064;-62
1916,2021/09/27 17:37:15;;;;;;;18.52;11.63;;;24.40;67.70;;;;;;5052979;28;20432;-62
1917,2021/09/27 17:39:41;;;;;;;17.50;11.45;;;24.30;67.50;;;;;;5052808;28;20086;-59
1918,2021/09/27 17:42:10;;;;;;;17.35;10.93;;;24.30;67.50;;;;;;5051445;28;20033;-59
1919,2021/09/27 17:44:36;;;;;;;18.17;10.68;;;24.30;67.50;;;;;;5051240;28;20033;-59
1920,2021/09/27 17:47:05;;;;;;;17.10;10.43;;;24.40;67.50;;;;;;5034894;28;20036;-59
1921,2021/09/27 17:49:31;;;;;;;19.95;10.50;;;24.30;67.50;;;;;;5051423;28;20021;-55
1922,2021/09/27 17:51:56;;;;;;;14.73;10.18;;;24.30;67.50;;;;;;5034711;28;20028;-56
1923,2021/09/27 17:54:23;;;;;;;16.05;9.88;;;24.30;67.40;;;;;;5034625;28;20049;-58
1924,2021/09/27 17:56:49;;;;;;;16.02;10.25;;;24.30;67.40;;;;;;5051376;28;20542;-59
1925,2021/09/27 17:59:14;;;;;;;15.20;9.60;;;24.30;67.30;;;;;;5052351;28;20029;-58
1926,2021/09/27 18:01:40;;;;;;;14.57;10.25;;;24.30;67.40;;;;;;5052732;28;20068;-56
1927,2021/09/27 18:04:06;;;;;;;16.27;9.73;;;24.30;67.60;;;;;;5034466;28;20377;-56
1928,2021/09/27 18:06:32;;;;;;;14.40;9.55;;;24.30;67.50;;;;;;5052197;28;20024;-60
1929,2021/09/27 18:08:57;;;;;;;18.45;9.30;;;24.30;67.30;;;;;;5051182;28;20037;-59
1930,2021/09/27 18:11:23;;;;;;;13.90;9.43;;;24.30;67.20;;;;;;5034564;28;20148;-59
1931,2021/09/27 18:13:48;;;;;;;14.38;10.10;;;24.30;67.10;;;;;;5051821;28;20108;-58
1932,2021/09/27 18:16:14;;;;;;;12.30;9.40;;;24.30;67.00;;;;;;5034318;28;20094;-58
1933,2021/09/27 18:18:41;;;;;;;12.68;9.57;;;24.30;67.10;;;;;;5052600;28;20032;-60
1934,2021/09/27 18:21:07;;;;;;;14.85;8.73;;;24.30;67.10;;;;;;5051955;28;20468;-61
1935,2021/09/27 18:23:36;;;;;;;13.48;8.70;;;24.30;67.10;;;;;;5050701;28;20029;-61
1936,2021/09/27 18:26:02;;;;;;;14.60;8.90;;;24.30;67.00;;;;;;5052358;28;20119;-60
1937,2021/09/27 18:28:27;;;;;;;15.32;8.43;;;24.30;66.80;;;;;;5052228;28;20021;-62
1938,2021/09/27 18:30:53;;;;;;;12.45;7.63;;;24.30;66.70;;;;;;5051755;28;20460;-60
1939,2021/09/27 18:33:19;;;;;;;11.65;8.52;;;24.30;66.70;;;;;;5051537;28;20045;-59
1940,2021/09/27 18:35:44;;;;;;;12.15;8.27;;;24.30;66.70;;;;;;5050671;28;20021;-60
1941,2021/09/27 18:38:11;;;;;;;11.60;8.57;;;24.30;66.70;;;;;;5051726;28;20392;-61
1942,2021/09/27 18:40:38;;;;;;;12.68;8.55;;;24.30;67.20;;;;;;5034364;28;20032;-59
1943,2021/09/27 18:43:04;;;;;;;12.55;8.55;;;24.30;67.50;;;;;;5050329;28;20025;-58
1944,2021/09/27 18:45:33;;;;;;;10.77;8.15;;;24.30;67.60;;;;;;5053872;28;20017;-58
1945,2021/09/27 18:47:59;;;;;;;12.80;8.27;;;24.30;67.60;;;;;;5055782;28;20017;-58
1946,2021/09/27 18:50:25;;;;;;;9.48;7.70;;;24.40;67.70;;;;;;5054435;28;20033;-59
1947,2021/09/27 18:52:51;;;;;;;10.10;8.02;;;24.40;67.60;;;;;;5054850;28;20384;-59
1948,2021/09/27 18:55:18;;;;;;;10.32;7.28;;;24.50;67.60;;;;;;5054697;28;20033;-59
1949,2021/09/27 18:57:43;;;;;;;9.70;7.90;;;24.50;67.60;;;;;;5037986;28;20036;-58
